数据实例（单位：秒）
F1：
6	7	8	9	0	5	2	1	3	4
0	9	5	6	8	2	1	3	7	4
8	9	2	5	6	0	4	3	1	7
4	0	8	6	3	9	1	5	7	2
3	2	1	5	0	7	6	8	4	9
6	0	8	1	5	9	7	3	4	2
6	9	4	5	3	2	1	7	0	8
3	0	7	5	2	8	9	4	6	1
9	4	6	3	0	2	7	1	5	8
1	4	7	5	9	8	2	3	6	0
2	3	9	5	8	4	7	0	1	6
6	4	0	2	9	3	5	1	7	8
4	0	1	7	9	8	2	5	3	6
7	6	0	9	3	5	8	4	2	1
2	9	5	1	0	3	8	7	6	4
0	2	3	9	1	6	5	8	4	7
1	9	2	8	7	5	6	4	0	3
1	3	0	7	8	2	5	9	6	4
9	1	4	8	3	6	2	7	5	0
2	6	9	3	4	0	5	7	8	1

F5：
108	77	218	142	71	47	130	186	188	187
61	129	195	45	192	200	64	36	115	188
114	103	121	46	47	195	141	74	193	32
112	165	88	101	126	199	176	34	76	96
193	104	68	140	116	200	207	184	162	169
200	34	88	21	186	122	94	66	127	78
34	37	34	102	45	109	200	91	45	134
196	90	29	49	36	169	112	154	160	135
146	196	153	196	114	49	34	163	82	155
151	127	164	121	118	120	208	98	44	69
157	188	215	64	173	137	101	123	120	151
169	81	38	186	98	176	56	42	202	196
220	193	28	129	220	123	195	35	218	205
133	107	88	165	23	95	205	130	115	120
82	211	217	123	219	112	106	63	59	187
166	126	186	123	131	63	138	49	31	157
142	64	102	146	132	46	54	21	104	118
52	154	24	44	211	216	27	119	193	69
187	183	146	21	96	201	157	96	147	69
135	217	190	77	157	92	218	37	71	183
37	127	181	168	49	108	91	116	138	50
202	149	53	134	207	177	158	114	73	134
70	84	203	198	179	206	56	124	146	203
153	98	169	184	141	37	205	31	126	44
97	183	69	197	163	96	70	71	174	30
158	145	170	216	97	73	196	182	113	39
133	58	127	92	83	166	124	179	61	156
31	181	156	210	39	202	122	143	84	36
191	49	95	145	220	124	219	66	100	160
33	170	105	183	96	84	218	164	103	40


6	7	2	3	8	5	1	0	9	4
3	6	5	9	0	8	2	1	7	4
6	9	4	3	5	8	2	0	7	1
1	8	7	3	9	0	4	5	6	2
2	0	7	8	6	1	4	9	5	3
8	3	7	1	5	9	4	6	2	0
1	9	5	6	2	0	3	8	4	7
3	8	2	7	1	6	4	5	0	9
9	7	5	1	2	4	3	0	8	6
3	6	0	5	7	2	1	9	8	4
9	3	5	2	6	7	1	0	4	8
5	6	2	1	9	3	8	4	0	7
3	7	6	2	8	9	4	5	1	0
1	5	7	6	0	8	9	2	4	3
5	9	8	0	4	6	3	2	1	7
6	4	5	1	9	7	8	3	2	0
0	8	4	3	9	2	6	5	7	1
4	0	3	2	6	7	9	5	1	8
9	1	8	2	4	0	5	7	3	6
1	4	5	6	0	9	2	8	7	3
0	9	7	5	3	2	6	8	1	4
6	4	5	8	9	7	3	2	0	1
4	7	6	2	1	8	5	3	0	9
0	3	8	4	5	7	9	1	6	2
2	6	9	8	7	5	1	4	0	3
2	5	9	7	8	3	1	4	0	6
1	6	3	4	7	5	8	0	9	2
5	3	2	4	7	0	1	9	8	6
1	0	9	7	2	6	8	4	5	3
1	3	6	5	4	8	7	9	0	2

F6：
134	183	136	209	195	122	178	115	186	85
216	76	35	171	187	205	86	181	128	113
185	211	36	162	67	100	74	187	220	150
161	207	158	134	97	147	93	102	94	114
121	203	62	88	135	118	73	136	196	33
109	37	133	128	174	67	138	112	193	153
91	90	71	211	80	52	93	169	162	161
22	95	201	84	140	80	46	98	184	217
193	37	88	68	84	217	130	170	189	54
201	42	170	166	164	47	110	122	127	192
156	182	127	212	34	129	77	117	157	62
142	86	197	47	41	212	51	51	52	38
111	154	187	179	163	115	162	212	122	82
178	68	67	113	144	144	45	45	77	168
103	186	208	100	31	135	170	85	119	65
208	117	128	65	40	33	184	175	60	200
157	152	219	27	105	118	137	37	153	31
132	163	118	144	63	150	97	41	96	73
69	145	125	103	64	192	193	77	144	176
211	204	97	53	180	43	52	92	190	137
138	206	136	22	182	142	116	74	72	117
66	30	54	72	60	142	185	183	181	162
192	177	61	219	39	151	64	69	88	60
122	211	99	137	142	163	101	192	205	171
78	180	49	121	143	161	97	166	198	32
48	193	105	103	212	171	217	67	40	97
121	135	216	119	101	219	73	154	213	155
80	127	21	197	101	81	211	113	78	37
137	51	35	137	78	93	165	192	90	213
211	62	174	144	204	141	161	169	98	71

0	5	3	6	1	4	2	7	9	8
6	0	3	1	9	5	8	7	2	4
1	6	2	0	3	9	4	7	8	5
8	9	6	3	0	2	5	1	4	7
5	2	8	3	9	1	7	6	4	0
7	1	4	6	0	5	2	8	9	3
7	9	3	2	8	4	1	5	0	6
3	2	0	5	6	4	9	7	8	1
8	2	6	7	0	5	3	1	4	9
3	1	7	8	0	2	5	4	6	9
9	0	4	1	6	5	2	8	7	3
6	0	3	1	5	2	7	8	9	4
5	2	8	6	3	7	4	1	0	9
0	6	1	3	5	2	4	8	9	7
4	7	8	5	3	0	1	6	2	9
3	7	1	6	5	8	4	9	0	2
6	5	1	8	3	4	2	7	9	0
4	8	0	3	6	9	7	1	5	2
0	6	3	7	9	8	5	2	4	1
2	3	9	7	4	6	0	1	8	5
7	6	8	0	2	3	5	4	9	1
6	9	2	7	1	8	0	4	5	3
1	3	0	5	8	4	6	2	9	7
4	2	7	6	8	0	3	9	5	1
5	0	1	6	3	8	7	2	9	4
2	0	6	8	1	7	9	5	4	3
9	7	8	6	1	3	2	4	0	5
1	9	7	2	4	6	3	8	5	0
8	5	4	3	6	2	1	0	7	9
0	6	2	3	7	4	5	8	1	9

F7：
42	56	170	30	35	118	190	220	21	129
193	202	190	196	170	44	122	54	187	206
54	197	98	97	75	194	169	110	162	209
55	69	149	182	191	100	44	37	93	186
63	179	151	26	178	205	119	187	47	172
206	187	72	63	125	100	116	219	141	209
119	108	175	169	109	31	38	180	152	27
132	164	43	64	183	48	197	205	23	96
54	129	41	28	207	215	93	149	34	62
28	114	51	219	106	212	165	137	129	162
22	177	206	22	185	174	220	66	204	149
42	74	173	182	41	114	64	205	85	192
72	196	58	172	27	149	134	96	63	179
50	118	23	58	118	188	49	167	159	27
118	215	43	169	148	139	120	134	106	36
79	133	147	207	216	39	153	141	115	92
116	155	212	38	180	139	203	41	79	31
121	174	77	66	87	111	168	122	97	202
214	146	47	144	97	219	78	162	128	59
158	31	57	30	198	188	44	103	45	135
210	72	218	90	62	154	215	145	33	95
54	67	31	201	179	95	187	171	145	99
92	38	89	130	113	150	123	183	40	113
138	58	143	31	136	189	120	108	50	26
172	180	79	44	96	186	189	154	213	209
43	150	117	34	200	120	175	33	73	151
47	148	97	174	151	97	81	89	204	112
109	111	210	64	197	24	89	174	89	144
111	23	140	141	150	89	119	161	198	32
40	150	173	218	46	93	156	96	193	79

6	0	7	2	8	5	1	4	3	9
9	2	1	3	6	0	7	8	4	5
4	1	5	9	8	2	3	7	0	6
7	1	0	3	2	6	5	9	4	8
9	4	7	5	1	6	0	8	3	2
1	7	0	2	6	5	4	3	9	8
8	9	1	0	5	2	3	7	4	6
9	1	2	8	6	5	0	7	3	4
3	4	5	1	0	2	8	7	6	9
9	5	2	6	4	8	7	3	1	0
3	5	2	4	8	7	6	0	1	9
7	5	2	3	4	1	9	0	8	6
3	5	0	2	4	1	7	9	8	6
7	4	9	8	5	1	3	2	0	6
7	5	6	3	1	8	4	0	9	2
5	3	9	1	6	0	8	7	2	4
5	7	0	6	8	1	3	9	2	4
9	5	7	0	6	4	2	1	3	8
3	1	8	0	7	2	6	9	5	4
0	6	3	9	8	2	7	1	4	5
4	9	3	7	6	8	5	2	0	1
2	1	4	8	3	7	9	0	6	5
9	7	6	2	0	1	8	4	5	3
5	0	4	8	3	1	7	9	2	6
6	3	1	7	8	2	5	0	9	4
4	6	5	9	0	1	2	7	8	3
7	8	1	3	2	5	9	0	6	4
7	1	0	4	6	2	8	5	9	3
6	9	1	2	0	4	8	5	3	7
0	9	8	1	7	6	5	2	4	3

F8：
46	151	193	75	189	35	96	74	51	147
84	212	120	168	23	142	136	182	151	196
201	51	59	179	33	98	80	167	41	179
177	127	71	35	146	25	33	46	111	155
192	120	30	83	149	178	78	120	184	140
128	87	103	179	89	113	94	156	134	151
119	100	116	34	103	214	177	166	174	172
189	175	216	43	100	119	72	28	215	166
50	50	161	97	36	103	49	180	207	21
151	156	71	189	79	26	39	180	163	177
145	186	28	102	70	117	197	77	140	26
52	187	59	186	88	155	31	167	120	209
78	96	43	213	107	37	164	122	86	171
188	71	127	108	52	141	208	42	200	131
106	51	70	110	127	91	175	197	167	102
141	149	46	120	83	136	209	106	27	206
205	92	72	178	123	133	157	39	195	209
40	190	202	23	125	151	98	150	173	136
147	76	188	106	147	187	75	101	131	109
39	169	27	106	28	216	125	202	97	197
72	202	199	100	146	134	199	63	21	197
68	69	149	81	186	197	210	99	181	52
146	160	38	127	198	73	67	188	120	51
67	152	133	79	145	164	77	103	93	177
48	201	78	120	177	156	50	160	46	210
198	124	156	216	46	171	186	177	59	106
23	86	47	111	135	179	104	127	206	200
129	201	31	182	87	66	185	90	54	26
212	157	193	208	157	204	72	198	205	81
35	174	37	166	110	151	54	127	147	23

2	8	5	3	0	9	4	7	1	6
9	8	5	7	6	1	2	4	0	3
8	6	4	5	0	1	7	3	9	2
5	8	2	4	3	7	1	0	6	9
6	0	4	3	8	1	2	9	7	5
2	7	1	9	5	6	4	3	0	8
2	6	8	5	9	1	4	3	0	7
9	8	2	5	6	4	3	0	7	1
2	5	6	3	1	9	8	4	0	7
0	7	9	1	2	3	4	6	8	5
3	6	8	9	2	4	7	1	5	0
0	2	4	7	6	3	5	1	9	8
1	3	4	5	7	9	8	6	2	0
9	8	4	0	1	2	6	3	7	5
7	3	2	4	0	1	8	5	6	9
4	1	9	8	2	5	0	6	3	7
1	3	7	4	0	8	5	6	9	2
9	4	1	8	6	2	7	5	3	0
6	3	0	9	2	4	5	8	7	1
4	3	1	9	6	7	0	5	2	8
0	5	6	4	8	2	9	3	1	7
6	4	7	3	9	8	5	0	2	1
8	2	4	0	7	5	9	3	6	1
5	1	7	4	6	0	8	3	2	9
9	1	7	2	0	4	5	3	8	6
0	6	1	3	5	2	9	8	7	4
0	1	6	8	4	9	3	2	5	7
3	8	1	2	5	6	4	0	7	9
5	9	4	1	3	7	6	2	8	0
7	5	4	8	0	1	2	6	9	3

F9：
124	129	182	179	121	76	44	198	215	209
148	39	35	57	27	165	49	148	178	134
96	185	81	84	177	121	73	167	53	205
65	37	35	174	184	169	172	213	114	178
105	209	21	217	135	90	132	80	52	154
157	179	90	71	90	86	206	172	78	142
174	190	201	140	34	64	194	103	153	177
70	131	66	22	174	25	99	71	61	153
203	22	170	180	202	215	44	124	185	148
211	210	214	34	108	85	47	47	182	125
209	218	102	95	66	110	74	112	107	72
47	104	122	85	157	109	108	179	184	171
178	121	132	147	40	70	144	81	174	74
28	80	132	214	158	164	132	127	196	99
112	62	172	130	92	161	42	22	140	152
137	202	148	126	72	31	167	53	77	72
130	129	178	194	178	214	57	207	30	69
22	155	201	135	52	121	134	58	85	164
131	49	97	100	136	24	136	207	42	167
215	142	164	81	112	30	98	93	78	184
111	182	179	77	34	31	148	105	202	104
51	128	208	153	99	72	190	210	96	34
57	136	58	79	113	90	84	112	68	26
152	52	181	102	86	170	170	55	44	55
146	189	123	54	163	202	64	195	63	188
192	125	116	198	34	122	145	167	66	25
48	174	214	98	219	86	48	97	133	147
129	83	52	51	48	162	113	43	161	56
181	123	130	62	177	126	135	105	165	35
139	193	110	151	81	142	76	180	180	211

4	5	0	8	1	2	9	3	6	7
9	8	2	3	4	6	1	5	0	7
5	3	4	1	9	6	7	2	0	8
7	8	9	6	3	2	0	4	5	1
2	5	0	8	6	7	9	3	1	4
8	1	3	4	5	6	2	9	0	7
1	2	4	3	0	6	8	9	5	7
6	2	1	4	5	0	3	7	9	8
0	3	8	2	5	9	6	4	1	7
9	0	3	7	5	1	8	6	4	2
7	3	0	1	4	8	6	9	2	5
4	8	9	5	1	7	3	6	2	0
8	9	2	7	4	5	1	6	3	0
3	6	4	1	5	0	8	7	9	2
1	5	3	8	2	7	9	4	0	6
3	2	4	5	0	7	1	6	9	8
5	0	7	8	6	3	1	4	9	2
2	7	6	0	3	9	4	5	1	8
0	6	2	9	8	5	1	7	3	4
7	1	0	8	6	3	5	9	2	4
2	5	9	8	0	3	4	6	7	1
2	0	8	6	3	9	1	7	5	4
9	8	2	7	6	3	4	5	0	1
6	8	1	9	2	0	4	5	3	7
8	4	6	5	3	7	2	1	0	9
7	6	3	8	1	4	5	2	9	0
8	0	4	9	5	6	2	1	3	7
4	2	5	9	1	7	8	0	6	3
8	0	5	6	3	7	4	2	1	9
0	2	1	3	6	8	9	4	7	5

F10：
22	116	71	82	214	62	125	66	134	220
47	211	45	58	150	46	37	152	26	218
128	95	162	210	97	159	141	176	139	96
191	66	180	220	77	163	153	103	120	210
211	167	97	29	137	133	92	197	145	145
80	35	79	67	90	190	53	52	122	141
53	148	189	177	73	83	57	110	86	76
207	100	96	139	34	62	165	136	61	189
105	129	126	58	37	113	27	107	132	148
27	162	54	139	142	175	32	191	97	100
86	132	80	94	90	147	153	219	209	91
59	204	78	131	204	39	72	106	136	200
64	214	107	177	126	87	107	164	204	199
47	44	199	151	29	121	199	98	79	67
61	97	139	74	145	181	41	166	150	115
207	40	140	67	27	136	189	132	188	61
145	55	78	24	161	211	170	172	129	77
69	78	213	67	128	62	107	49	96	179
183	201	129	184	162	29	50	67	70	55
68	76	211	90	80	101	81	172	92	45
144	92	93	34	194	112	36	201	77	143
153	61	212	154	129	194	132	25	117	182
168	135	22	164	110	152	171	181	26	176
134	36	71	47	133	129	34	218	71	84
81	29	126	72	102	210	204	45	139	92
164	125	73	119	192	165	60	52	95	193
157	147	49	36	196	105	118	113	124	75
67	200	202	141	94	140	154	199	38	128
106	144	132	66	41	22	32	85	176	88
144	219	150	128	67	168	198	192	140	151

6	8	2	4	1	9	5	3	0	7
2	3	5	8	6	0	7	9	1	4
7	8	3	5	9	4	1	6	0	2
3	7	0	1	6	2	8	9	5	4
3	6	7	0	5	2	9	1	4	8
1	9	4	2	6	7	3	5	8	0
0	4	1	7	2	3	9	6	5	8
5	0	3	2	6	9	8	1	4	7
4	6	3	5	7	0	9	1	8	2
5	8	7	6	2	0	3	4	1	9
0	6	3	9	4	2	5	8	1	7
5	1	3	7	8	2	0	4	6	9
3	2	1	6	9	5	7	0	4	8
1	3	7	4	6	2	5	0	8	9
0	6	9	3	5	2	7	8	1	4
3	6	0	7	8	5	2	4	9	1
0	7	5	3	9	6	4	1	2	8
6	1	0	8	5	3	9	4	2	7
0	9	5	7	8	6	4	3	1	2
2	1	4	5	3	6	0	9	7	8
4	9	2	7	3	8	5	0	6	1
6	7	0	8	2	4	9	3	1	5
1	2	7	3	5	9	8	6	4	0
0	9	3	7	5	4	6	1	8	2
0	9	7	8	5	3	6	4	1	2
0	1	9	2	8	4	5	6	7	3
2	5	0	9	3	7	4	6	8	1
8	3	7	6	5	4	2	9	1	0
2	8	0	9	1	6	7	5	4	3
9	3	5	4	0	6	1	7	2	8

